laptop_id,serial_number,listed_date,ram_gb,storage_gb,screen_size_in,weight_kg,battery_hours,brand,cpu_brand,gpu_brand,laptop_type,os,price
LAP-004410,SN-31750192,2021-05-22,16,512.0,15.9,1.67,7.0,Dell,Intel,Integrada,2 en 1,Linux,838.81
LAP-004801,SN-89661972,2023-11-02,4,512.0,13.3,1.78,7.3,Acer,AMD,Integrada,2 en 1,Windows,503.36
LAP-015085,SN-13719376,2024-12-14,8,512.0,17.3,1.1,9.3,Apple,AMD,NVIDIA,Ultrabook,Windows,1807.4
LAP-009940,SN-57163499,2024-01-23,8,256.0,15.6,1.71,10.2,Acer,Apple Silicon,Integrada,Notebook,macOS,303.86
LAP-006823,SN-75481000,2023-05-21,8,512.0,15.5,1.49,8.8,HP,Apple Silicon,Integrada,2 en 1,macOS,566.75
LAP-002946,SN-46894501,2024-09-13,4,512.0,16.1,1.9,,Acer,Intel,AMD Radeon,Ultrabook,Windows,906.97
LAP-000354,SN-29844149,2021-07-18,64,256.0,15.6,1.21,5.5,Samsung,Intel,Integrada,Ultrabook,Windows,1389.89
LAP-001327,SN-35515813,2022-08-11,16,256.0,17.2,1.61,8.4,Dell,Intel,AMD Radeon,Business,Windows,1055.58
LAP-005115,SN-80850288,2023-02-22,8,512.0,13.3,2.43,9.0,Lenovo,Intel,AMD Radeon,Business,Windows,769.2
LAP-007955,SN-50880042,2024-03-22,8,512.0,17.3,3.18,5.8,HP,Intel,Integrada,2 en 1,Linux,765.59
LAP-002442,SN-96978441,2021-12-31,16,1024.0,14.0,1.04,8.3,Dell,Intel,Integrada,2 en 1,Linux,942.14
LAP-002422,SN-88224457,2022-08-19,32,512.0,15.6,1.77,,Dell,Intel,NVIDIA,Business,Windows,1402.54
LAP-001958,SN-29193986,2023-12-30,8,1024.0,15.6,2.02,6.9,Apple,AMD,Integrada,2 en 1,Windows,1490.96
LAP-000050,SN-49681609,2023-09-02,8,,15.7,2.03,6.0,MSI,Intel,NVIDIA,Notebook,Linux,1119.66
LAP-000648,SN-87010704,2024-04-23,32,1024.0,15.7,1.64,6.9,Samsung,Intel,NVIDIA,Business,Windows,1617.87
LAP-009586,SN-80472381,2023-05-24,8,256.0,13.3,2.38,8.7,Samsung,Intel,NVIDIA,Gaming,Windows,1436.63
LAP-010069,SN-28953032,2024-09-19,16,1024.0,16.0,1.53,9.2,Acer,Intel,Integrada,Notebook,Windows,734.71
LAP-000336,SN-61776542,2022-07-31,8,1024.0,15.7,1.27,7.0,Samsung,AMD,AMD Radeon,Ultrabook,Linux,1117.42
LAP-017912,SN-23385822,2021-11-19,8,1024.0,17.3,1.47,10.3,HP,AMD,NVIDIA,Business,Windows,1116.19
LAP-013715,SN-87231437,2022-01-02,8,,13.3,1.62,6.0,Lenovo,Intel,NVIDIA,Ultrabook,Windows,1386.42
LAP-004019,SN-79584779,2021-06-26,32,128.0,14.0,1.46,10.4,Apple,AMD,Integrada,Ultrabook,Windows,1635.12
LAP-008801,SN-78343879,2024-12-18,16,256.0,15.6,1.28,5.6,MSI,Intel,Integrada,Business,Windows,937.37
LAP-013385,SN-74986698,2023-06-21,8,1024.0,15.6,1.99,7.3,Samsung,Intel,AMD Radeon,Gaming,ChromeOS,1372.24
LAP-012914,SN-23443999,2022-06-01,8,512.0,17.3,1.74,7.5,Dell,AMD,Integrada,Notebook,Windows,566.38
LAP-009288,SN-62536044,2021-07-30,16,256.0,13.3,0.9,8.7,Lenovo,Intel,AMD Radeon,2 en 1,Windows,930.39
LAP-009368,SN-99017450,2024-05-02,16,512.0,13.3,2.36,4.5,MSI,AMD,Integrada,Ultrabook,Windows,798.97
LAP-013610,SN-50811990,2022-12-05,8,256.0,13.3,1.84,8.3,Lenovo,Apple Silicon,AMD Radeon,Ultrabook,macOS,1004.37
LAP-011293,SN-22065476,2024-12-18,16,1024.0,13.2,0.9,4.5,Acer,Intel,NVIDIA,Ultrabook,Windows,1354.4
LAP-007922,SN-59495266,2022-09-20,16,256.0,15.6,2.22,8.2,Acer,Apple Silicon,NVIDIA,Business,macOS,1057.0
LAP-006066,SN-95973871,2021-12-31,8,128.0,15.6,2.71,8.1,Asus,Intel,Integrada,Notebook,Windows,554.29
LAP-002554,SN-97641759,2021-09-21,16,1024.0,16.0,1.62,6.0,Samsung,Apple Silicon,Integrada,Business,macOS,997.7
LAP-007678,SN-76651328,2022-05-08,8,256.0,15.6,2.36,8.0,Asus,AMD,Integrada,Business,Windows,755.83
LAP-003982,SN-27737720,2021-03-29,32,512.0,13.3,1.56,3.0,Apple,AMD,AMD Radeon,Ultrabook,Windows,1883.85
LAP-004165,SN-11297083,2024-02-12,8,512.0,15.6,2.08,8.2,Apple,Intel,Integrada,Notebook,Windows,1039.07
LAP-011109,SN-39281399,2022-05-03,8,256.0,15.6,1.44,6.6,Apple,Intel,Integrada,Ultrabook,Windows,1296.32
LAP-010789,SN-54487085,2024-09-07,16,512.0,15.6,1.82,9.5,Asus,Intel,AMD Radeon,Notebook,Linux,881.93
LAP-004382,SN-87451942,2024-10-19,8,,17.3,0.98,,Lenovo,AMD,Integrada,Ultrabook,Windows,875.35
LAP-012690,SN-79704251,2021-05-09,32,512.0,14.0,2.67,8.7,Samsung,AMD,NVIDIA,Ultrabook,Windows,1475.8
LAP-003602,SN-99251902,2024-05-27,16,256.0,13.9,0.9,9.3,HP,Intel,Integrada,Ultrabook,Windows,728.82
LAP-003038,SN-23069745,2023-02-07,16,512.0,15.7,1.84,5.9,Lenovo,Intel,Integrada,Ultrabook,Windows,970.65
LAP-004904,SN-80802468,2022-05-11,16,512.0,13.9,1.89,10.1,HP,Intel,Integrada,Business,Linux,760.79
LAP-000998,SN-55714498,2023-06-05,8,512.0,14.0,1.48,4.2,Samsung,Intel,NVIDIA,Notebook,Linux,973.54
LAP-004369,SN-19079689,2024-05-19,32,256.0,15.6,0.9,7.6,Acer,Apple Silicon,NVIDIA,Notebook,macOS,1260.86
LAP-001477,SN-37080963,2023-07-12,8,256.0,14.0,1.97,6.0,Asus,AMD,NVIDIA,Notebook,Windows,997.39
LAP-014040,SN-16621108,2024-06-02,16,128.0,13.3,,8.5,Acer,Intel,Integrada,Notebook,Linux,220.0
LAP-003704,SN-22702682,2022-01-31,16,1024.0,14.0,1.88,6.6,Samsung,Intel,NVIDIA,2 en 1,Windows,1340.39
LAP-003929,SN-59899758,2021-11-25,32,512.0,13.3,2.05,6.5,Apple,AMD,Integrada,Business,Windows,1525.12
LAP-011629,SN-85120247,2022-08-14,8,,14.1,2.17,13.1,Acer,Intel,Integrada,Ultrabook,Windows,644.04
LAP-001023,SN-27052399,2024-05-25,32,512.0,15.5,2.71,10.4,MSI,AMD,NVIDIA,Notebook,Linux,1498.56
LAP-001035,SN-53862129,2024-04-04,32,512.0,14.0,2.91,5.5,Apple,Apple Silicon,Integrada,Gaming,macOS,1942.35
LAP-006549,SN-93415542,2021-12-07,8,256.0,15.6,2.48,10.6,Apple,Intel,NVIDIA,Gaming,Linux,2205.7
LAP-012918,SN-11617151,2023-04-17,16,256.0,13.4,2.3,10.5,Dell,Intel,Integrada,2 en 1,ChromeOS,709.65
LAP-010128,SN-48279555,2023-08-11,16,1024.0,16.0,3.16,6.7,HP,Intel,Integrada,Gaming,Windows,1130.33
LAP-008429,SN-33147071,2021-12-08,16,256.0,16.0,1.06,,Acer,Intel,Integrada,Business,Windows,596.15
LAP-007409,SN-96101750,2022-10-10,16,256.0,15.5,2.32,5.7,Dell,AMD,NVIDIA,Notebook,Windows,1093.35
LAP-005273,SN-69740430,2022-04-01,32,1024.0,15.6,1.91,6.2,Asus,AMD,Integrada,2 en 1,Windows,1333.81
LAP-000790,SN-41714289,2024-03-28,32,512.0,16.0,2.4,6.1,Dell,Apple Silicon,AMD Radeon,Gaming,macOS,1566.83
LAP-018177,SN-75252671,2021-04-07,16,1024.0,16.0,1.57,9.6,Acer,AMD,Integrada,Ultrabook,Windows,1050.7
LAP-006741,SN-37081374,2024-05-02,8,512.0,16.0,2.99,10.3,Samsung,AMD,Integrada,Gaming,Windows,1057.2
LAP-012031,SN-69814357,2024-09-29,8,512.0,15.6,0.9,8.2,Dell,Intel,Integrada,Business,Linux,761.39
LAP-001884,SN-99864645,2021-07-27,16,1024.0,15.9,1.53,9.9,Acer,Intel,AMD Radeon,Ultrabook,ChromeOS,1083.19
LAP-005550,SN-51998535,2024-04-18,8,256.0,16.1,2.34,,Acer,AMD,Integrada,Gaming,Windows,893.86
LAP-017358,SN-20613295,2023-03-09,16,512.0,14.0,1.47,10.4,Apple,Intel,Integrada,Ultrabook,Windows,1497.81
LAP-010500,SN-92873062,2021-10-12,8,128.0,13.9,1.96,8.8,Dell,Apple Silicon,Integrada,Business,macOS,436.16
LAP-014897,SN-10368125,2023-10-17,32,128.0,13.9,2.02,5.4,Asus,Apple Silicon,Integrada,Ultrabook,macOS,1009.29
LAP-007716,SN-46386462,2023-03-25,16,512.0,15.6,1.44,6.1,Apple,Intel,Integrada,Ultrabook,Windows,1265.93
LAP-004566,SN-75496171,2023-04-23,16,1024.0,15.6,1.27,5.4,Apple,AMD,AMD Radeon,Business,ChromeOS,1881.45
LAP-012280,SN-40919312,2024-09-15,16,256.0,13.3,2.08,6.7,Apple,AMD,NVIDIA,Ultrabook,Windows,5385.12
LAP-014649,SN-13175144,2024-01-16,8,256.0,14.0,1.94,,Apple,Apple Silicon,Integrada,Business,macOS,1150.24
LAP-019588,SN-73086099,2023-08-12,8,512.0,13.3,2.1,8.9,Acer,AMD,Integrada,Ultrabook,Windows,578.15
LAP-005519,SN-86777794,2024-08-26,8,128.0,13.9,,9.3,Acer,AMD,Integrada,Business,Windows,439.8
LAP-006926,SN-65020044,2021-10-28,32,1024.0,15.6,3.01,9.0,Asus,Apple Silicon,Integrada,Gaming,macOS,1483.94
LAP-011262,SN-32663493,2022-10-22,16,256.0,13.2,1.78,10.1,Apple,Intel,Integrada,Gaming,Linux,1768.6
LAP-003180,SN-64425969,2021-03-26,64,2048.0,14.0,2.37,10.9,HP,Intel,Integrada,2 en 1,Linux,1877.11
LAP-013234,SN-37915217,2022-07-14,16,256.0,15.7,1.34,5.4,HP,AMD,AMD Radeon,2 en 1,Linux,933.44
LAP-009258,SN-32428127,2024-03-17,8,1024.0,17.4,2.57,10.1,HP,Apple Silicon,NVIDIA,Ultrabook,macOS,1362.85
LAP-004584,SN-54538965,2021-08-05,16,512.0,17.2,1.79,8.3,Acer,AMD,Integrada,2 en 1,Windows,722.26
LAP-016251,SN-34226684,2022-12-29,8,1024.0,15.6,1.89,8.0,Lenovo,Intel,AMD Radeon,2 en 1,Windows,1078.72
LAP-007724,SN-89696512,2023-09-23,8,128.0,15.9,1.42,3.5,Samsung,Intel,NVIDIA,Notebook,Windows,849.96
LAP-001756,SN-58621402,2022-01-05,8,512.0,16.0,2.06,10.6,Lenovo,Apple Silicon,Integrada,Gaming,macOS,903.09
LAP-019438,SN-73664296,2024-02-11,16,256.0,17.3,2.37,10.9,Dell,Apple Silicon,Integrada,Business,macOS,774.13
LAP-003568,SN-38018286,2023-03-06,32,256.0,15.6,2.03,6.5,MSI,Intel,Integrada,Gaming,Linux,1311.83
LAP-016365,SN-72272901,2022-06-07,16,256.0,13.2,2.27,8.4,Acer,Intel,Integrada,Notebook,Linux,566.44
LAP-013348,SN-57103122,2024-02-11,16,1024.0,15.5,1.4,9.0,Apple,Intel,NVIDIA,Ultrabook,Windows,2120.95
LAP-013249,SN-76170895,2024-01-06,32,2048.0,17.3,2.17,9.7,Dell,AMD,Integrada,Gaming,Windows,1895.64
LAP-013326,SN-44796725,2023-06-26,16,1024.0,15.6,1.34,10.9,MSI,Apple Silicon,AMD Radeon,2 en 1,macOS,1421.74
LAP-008266,SN-86586622,2024-08-30,4,256.0,17.4,1.62,6.6,HP,Intel,NVIDIA,Ultrabook,Windows,1164.28
LAP-011181,SN-37490729,2023-01-13,16,128.0,15.9,2.89,8.3,Asus,Intel,Integrada,Notebook,ChromeOS,535.11
LAP-006885,SN-68735223,2022-02-07,4,512.0,15.6,1.45,7.6,Dell,Intel,AMD Radeon,Business,Windows,928.83
LAP-005231,SN-18605204,2022-09-03,32,256.0,15.5,2.95,10.2,Asus,AMD,AMD Radeon,Gaming,Windows,1630.97
LAP-005398,SN-12541548,2024-03-10,16,1024.0,13.2,0.9,8.3,Samsung,Apple Silicon,Integrada,2 en 1,macOS,698.6
LAP-005091,SN-99532217,2024-08-11,4,1024.0,13.3,2.24,3.3,Asus,AMD,NVIDIA,Notebook,Windows,1102.93
LAP-004406,SN-95669657,2024-01-17,8,256.0,14.0,1.89,8.6,Lenovo,Intel,NVIDIA,2 en 1,Windows,1078.98
LAP-003223,SN-24278740,2022-09-04,16,512.0,17.4,1.76,5.4,MSI,Intel,NVIDIA,Ultrabook,ChromeOS,1527.32
LAP-000325,SN-34702358,2022-08-26,4,512.0,13.4,2.19,7.8,HP,Intel,Integrada,Business,Windows,548.27
LAP-018616,SN-48531410,2021-10-13,4,1024.0,13.3,,7.7,Acer,Intel,NVIDIA,Gaming,Linux,1326.39
LAP-015626,SN-78810560,2021-12-31,4,256.0,16.0,1.87,6.5,Acer,Intel,AMD Radeon,Business,Windows,826.23
LAP-012966,SN-30199389,2023-01-02,16,1024.0,17.3,1.79,7.7,MSI,Intel,Integrada,Notebook,Windows,965.05
LAP-007020,SN-44429311,2021-11-28,32,512.0,17.3,2.19,8.2,Acer,AMD,Integrada,Gaming,Linux,1241.75
LAP-002875,SN-88693273,2022-05-02,32,512.0,15.6,1.34,9.8,Acer,Intel,Integrada,2 en 1,Windows,901.18
LAP-002418,SN-20461584,2024-11-15,16,256.0,17.3,1.74,,Lenovo,AMD,AMD Radeon,2 en 1,Windows,1141.9
LAP-018434,SN-71235108,2023-08-27,32,512.0,15.9,0.9,9.3,Samsung,Intel,Integrada,Notebook,Windows,881.44
LAP-011011,SN-17924215,2021-10-30,4,256.0,17.2,1.86,8.2,Lenovo,Apple Silicon,Integrada,Business,macOS,821.59
LAP-006375,SN-77379421,2022-02-02,4,256.0,15.6,1.66,7.9,MSI,AMD,NVIDIA,Notebook,Windows,982.97
LAP-000056,SN-95413764,2022-08-27,32,1024.0,17.3,1.71,,Acer,Intel,AMD Radeon,Ultrabook,Windows,1398.96
LAP-005312,SN-65964817,2021-01-24,16,512.0,15.5,1.47,3.7,HP,Intel,Integrada,Notebook,Windows,905.17
LAP-013452,SN-79190349,2021-01-19,4,2048.0,15.6,1.38,11.1,Lenovo,Intel,Integrada,2 en 1,Windows,1117.37
LAP-009309,SN-86157574,2022-12-10,8,128.0,15.6,1.3,7.3,Asus,AMD,Integrada,Notebook,Windows,584.02
LAP-019674,SN-68683935,2022-06-01,8,512.0,17.3,1.82,9.9,Asus,AMD,NVIDIA,Ultrabook,Windows,1296.4
LAP-017556,SN-76472489,2024-08-09,8,256.0,13.3,1.82,6.7,Lenovo,Intel,Integrada,Business,Windows,800.38
LAP-014231,SN-64064889,2024-04-23,64,512.0,17.3,1.94,6.6,Samsung,Intel,NVIDIA,2 en 1,Windows,1894.36
LAP-004779,SN-39193411,2024-01-14,16,,13.3,1.5,6.9,Dell,Intel,Integrada,Ultrabook,Windows,750.65
LAP-016423,SN-31629133,2022-12-12,32,512.0,14.0,1.89,7.2,Samsung,Intel,Integrada,2 en 1,Windows,1129.64
LAP-006199,SN-67979840,2022-03-19,16,512.0,16.0,1.5,6.6,HP,Intel,NVIDIA,Notebook,Windows,1070.63
LAP-010914,SN-83913404,2022-01-21,16,512.0,15.6,1.59,3.2,Dell,Intel,Integrada,Notebook,Windows,510.21
LAP-005238,SN-49650848,2022-12-19,32,1024.0,14.0,2.14,9.3,Samsung,AMD,AMD Radeon,2 en 1,Windows,1381.39
LAP-000358,SN-86345453,2023-08-12,64,256.0,15.7,2.77,13.1,Dell,AMD,Integrada,Gaming,Windows,1593.7
LAP-008709,SN-70841409,2024-10-07,16,1024.0,15.6,2.38,,Samsung,AMD,NVIDIA,Gaming,Windows,1900.7
LAP-003645,SN-25891260,2022-12-07,32,128.0,13.3,1.08,7.8,Acer,AMD,AMD Radeon,Ultrabook,Windows,1175.71
LAP-010289,SN-32605807,2022-04-20,16,256.0,15.5,1.84,6.3,Lenovo,Intel,Integrada,2 en 1,Windows,946.22
LAP-002308,SN-24258608,2023-04-04,32,1024.0,13.3,1.96,9.0,Lenovo,AMD,AMD Radeon,Business,Windows,1358.41
LAP-000107,SN-10680813,2022-10-21,64,1024.0,15.7,1.28,7.7,Apple,Apple Silicon,AMD Radeon,Notebook,macOS,2105.22
LAP-003042,SN-52077584,2023-11-04,8,512.0,15.6,2.23,8.9,Lenovo,Intel,Integrada,Ultrabook,Windows,880.93
LAP-013798,SN-98278498,2021-11-03,16,1024.0,15.9,,,Acer,Intel,AMD Radeon,Notebook,Windows,935.89
LAP-006215,SN-63118846,2022-01-31,16,2048.0,14.0,2.03,9.5,Apple,AMD,Integrada,Notebook,Windows,1583.65
LAP-011833,SN-38065070,2024-08-20,32,512.0,17.2,3.09,8.3,MSI,Intel,NVIDIA,Gaming,Windows,2025.5
LAP-007105,SN-17635450,2023-12-14,16,1024.0,14.0,2.49,8.7,Lenovo,Intel,Integrada,Gaming,Linux,1192.84
LAP-015585,SN-27116977,2024-12-10,8,2048.0,17.3,2.98,5.4,HP,Apple Silicon,NVIDIA,Gaming,macOS,1889.39
LAP-017009,SN-75959527,2024-07-13,8,1024.0,13.9,2.05,5.9,Apple,AMD,NVIDIA,Business,Windows,1851.72
LAP-016047,SN-38016068,2021-01-31,4,512.0,15.7,3.39,6.2,Asus,AMD,Integrada,Gaming,Windows,915.24
LAP-018456,SN-45955640,2021-02-04,8,512.0,15.6,2.01,,MSI,AMD,AMD Radeon,2 en 1,Windows,1204.36
LAP-013012,SN-65350401,2023-03-02,32,128.0,13.3,3.29,6.7,Samsung,AMD,NVIDIA,Gaming,Windows,1820.23
LAP-017396,SN-80659238,2023-04-03,4,128.0,15.6,1.6,8.8,Acer,AMD,AMD Radeon,Ultrabook,Linux,811.95
LAP-015401,SN-55910965,2022-08-06,8,256.0,15.7,2.61,10.6,HP,Apple Silicon,NVIDIA,Notebook,macOS,1050.88
LAP-010366,SN-25673432,2023-12-28,8,,16.0,1.81,9.3,HP,Intel,Integrada,Notebook,Windows,369.53
LAP-005498,SN-66894910,2021-12-16,16,512.0,13.3,1.53,10.0,Samsung,Intel,NVIDIA,Ultrabook,Windows,1185.93
LAP-003787,SN-41697162,2023-05-14,8,256.0,13.2,2.15,6.1,Dell,Intel,Integrada,Gaming,Windows,866.45
LAP-017754,SN-92345185,2023-10-07,4,256.0,15.6,2.05,9.7,Dell,AMD,Integrada,Business,Windows,790.13
LAP-011425,SN-94290456,2024-11-04,32,256.0,16.0,1.2,7.1,Samsung,AMD,AMD Radeon,Ultrabook,Windows,1056.23
LAP-019074,SN-37303933,2023-07-22,32,256.0,15.6,0.9,5.2,Lenovo,AMD,Integrada,Notebook,Windows,729.83
LAP-010246,SN-95988499,2024-02-06,8,512.0,15.6,1.67,8.5,Lenovo,Intel,NVIDIA,Notebook,Windows,1064.38
LAP-010497,SN-90927552,2021-06-03,16,1024.0,13.4,2.51,8.3,Dell,AMD,NVIDIA,Gaming,Windows,1618.52
LAP-004216,SN-12099278,2021-10-24,8,1024.0,13.2,3.36,4.8,Asus,AMD,AMD Radeon,Gaming,Windows,1364.11
LAP-011396,SN-15129783,2022-05-04,16,1024.0,13.3,1.68,4.2,Apple,Intel,Integrada,Ultrabook,Windows,1543.83
LAP-011278,SN-31779865,2022-12-30,32,128.0,14.0,1.09,7.0,HP,Intel,Integrada,Business,Windows,807.61
LAP-016284,SN-47708207,2022-07-18,8,1024.0,15.6,2.91,5.9,Lenovo,Intel,NVIDIA,Gaming,Windows,1557.55
LAP-013712,SN-77099419,2023-06-02,32,256.0,17.3,2.02,9.2,MSI,AMD,Integrada,2 en 1,Windows,1241.87
LAP-003086,SN-47960780,2021-04-21,8,128.0,17.2,1.04,6.9,HP,Intel,Integrada,2 en 1,Linux,682.13
LAP-018445,SN-79074438,2022-10-05,32,128.0,17.3,1.91,7.8,Lenovo,AMD,Integrada,Ultrabook,Windows,1020.25
LAP-016781,SN-26079612,2024-04-09,16,512.0,13.3,2.5,5.5,Apple,Intel,Integrada,2 en 1,Windows,1437.55
LAP-007303,SN-64917691,2023-09-04,8,256.0,17.4,1.91,6.3,HP,Intel,Integrada,2 en 1,Windows,601.73
LAP-003050,SN-69277105,2022-01-31,64,512.0,16.0,2.18,10.0,MSI,Intel,Integrada,Notebook,Windows,1375.11
LAP-018588,SN-71675876,2024-09-03,32,256.0,15.6,2.34,7.5,HP,AMD,Integrada,Ultrabook,Linux,1040.49
LAP-019682,SN-48264525,2024-02-19,32,1024.0,17.3,,6.8,MSI,Intel,AMD Radeon,2 en 1,Windows,1575.31
LAP-014975,SN-24547520,2022-12-20,8,256.0,15.6,2.99,8.8,Dell,Apple Silicon,NVIDIA,Business,macOS,1032.46
LAP-002653,SN-85926782,2023-05-05,32,512.0,13.3,1.83,9.4,Lenovo,AMD,NVIDIA,Notebook,Windows,1340.36
LAP-003078,SN-65513009,2021-01-17,32,,14.0,2.01,8.4,HP,AMD,Integrada,Ultrabook,Windows,1014.01
LAP-003655,SN-76292152,2024-11-08,8,1024.0,14.0,2.42,5.8,Asus,Intel,Integrada,Gaming,Linux,1091.59
LAP-016475,SN-14617355,2023-08-20,8,512.0,15.6,2.3,4.7,Acer,Intel,Integrada,2 en 1,Windows,714.08
LAP-010211,SN-29347203,2021-09-08,4,256.0,16.0,2.23,9.1,Asus,AMD,NVIDIA,Notebook,Windows,886.22
LAP-007767,SN-15377126,2021-12-04,8,256.0,14.0,1.6,7.6,Asus,AMD,NVIDIA,Business,Linux,1131.78
LAP-006412,SN-98186292,2021-02-17,4,512.0,16.0,2.68,11.6,Dell,AMD,Integrada,Gaming,Windows,921.14
LAP-017446,SN-68429761,2021-02-09,16,256.0,14.0,2.7,10.8,Lenovo,Intel,Integrada,Gaming,Windows,1179.85
LAP-003573,SN-38700165,2021-07-07,8,256.0,13.3,1.55,9.3,Lenovo,AMD,NVIDIA,Notebook,Linux,841.23
LAP-004195,SN-56417942,2023-01-25,64,512.0,15.6,2.72,5.1,Asus,AMD,AMD Radeon,Gaming,Windows,1989.37
LAP-012981,SN-21048740,2024-09-26,32,512.0,17.2,,8.5,Lenovo,AMD,NVIDIA,Gaming,Windows,1873.19
LAP-002790,SN-45966083,2022-05-12,32,512.0,17.3,1.87,4.0,Samsung,AMD,Integrada,Ultrabook,Windows,1145.57
LAP-001959,SN-28005410,2024-02-29,16,1024.0,15.5,0.98,5.6,HP,Intel,Integrada,Business,ChromeOS,915.48
LAP-002204,SN-17223261,2023-10-11,32,512.0,14.0,,9.7,Asus,Intel,NVIDIA,Notebook,ChromeOS,1351.92
LAP-014155,SN-91361884,2023-07-09,8,1024.0,16.1,2.25,7.7,Samsung,Intel,Integrada,Gaming,Linux,1054.46
LAP-012851,SN-53160694,2024-01-06,8,1024.0,15.5,2.0,7.5,Dell,Intel,Integrada,Ultrabook,Windows,1018.27
LAP-019333,SN-99628269,2023-03-21,32,256.0,13.3,3.09,8.5,Samsung,AMD,Integrada,Gaming,Windows,984.1
LAP-003270,SN-50975990,2022-07-04,64,1024.0,14.0,2.04,8.0,HP,Intel,AMD Radeon,2 en 1,Windows,1607.79
LAP-017163,SN-64498904,2022-07-04,4,512.0,13.3,1.56,6.8,Lenovo,AMD,Integrada,Business,Windows,516.93
LAP-019714,SN-89935114,2022-07-27,4,1024.0,15.5,2.74,10.8,HP,AMD,NVIDIA,2 en 1,Linux,1052.67
LAP-004643,SN-17785370,2022-06-30,64,128.0,16.0,2.41,11.5,Dell,AMD,NVIDIA,Notebook,Windows,1617.06
LAP-015601,SN-55210890,2024-12-01,16,256.0,13.3,1.91,8.0,HP,Intel,AMD Radeon,2 en 1,Linux,748.66
LAP-013537,SN-41342335,2022-11-26,8,512.0,15.6,3.35,13.5,MSI,Intel,Integrada,Gaming,Windows,1230.95
LAP-015226,SN-55367893,2021-07-17,8,256.0,14.0,1.67,,Asus,Intel,Integrada,Business,Windows,461.62
LAP-000856,SN-18014070,2021-02-01,16,512.0,15.6,2.3,5.4,HP,AMD,Integrada,2 en 1,Linux,686.8
LAP-016227,SN-51884082,2023-09-10,8,128.0,15.7,2.21,9.9,Apple,Intel,Integrada,Notebook,Windows,1007.84
LAP-003228,SN-91989817,2022-09-05,32,1024.0,14.0,,8.0,Apple,Intel,NVIDIA,Gaming,Windows,2564.43
LAP-012208,SN-66631713,2023-03-05,32,256.0,15.7,2.36,3.7,Apple,Intel,AMD Radeon,Gaming,Windows,2055.54
LAP-018202,SN-80512352,2021-11-17,4,512.0,15.6,2.06,9.8,Samsung,AMD,NVIDIA,Gaming,Windows,1522.93
LAP-003552,SN-57017585,2024-05-22,16,512.0,15.6,2.67,9.7,Samsung,Intel,NVIDIA,Gaming,Windows,1558.78
LAP-012908,SN-57632113,2023-03-17,8,2048.0,17.3,1.16,8.6,Lenovo,Intel,Integrada,Business,Windows,1137.44
LAP-008854,SN-34839630,2022-09-10,32,256.0,16.0,,11.5,Acer,AMD,NVIDIA,2 en 1,Windows,1387.53
LAP-009270,SN-86917053,2024-01-04,16,512.0,15.7,2.46,6.6,Samsung,Intel,NVIDIA,Ultrabook,Windows,1440.22
LAP-007956,SN-36338251,2024-09-01,4,512.0,17.3,,9.8,Apple,AMD,NVIDIA,2 en 1,Windows,1674.05
LAP-014578,SN-35485513,2023-09-02,8,256.0,14.0,2.36,6.9,MSI,Intel,Integrada,Gaming,Windows,1166.53
LAP-003390,SN-96338151,2022-10-31,32,256.0,15.6,1.99,9.6,Lenovo,AMD,Integrada,Gaming,Windows,1339.95
LAP-016501,SN-52563690,2023-01-21,8,256.0,17.3,1.74,9.3,Asus,AMD,Integrada,Business,Windows,542.4
LAP-017554,SN-21409935,2023-03-06,16,1024.0,14.0,1.72,11.3,HP,Intel,Integrada,Gaming,ChromeOS,1144.51
LAP-018465,SN-51779777,2023-05-03,16,512.0,15.7,1.0,8.3,Acer,Intel,NVIDIA,2 en 1,Windows,1299.89
LAP-000545,SN-65737572,2021-03-28,16,128.0,13.3,1.61,7.5,Dell,AMD,NVIDIA,Notebook,Windows,966.63
LAP-014559,SN-18151653,2021-04-03,16,2048.0,15.7,1.23,10.7,Apple,Intel,Integrada,Ultrabook,Windows,1799.05
LAP-010994,SN-80089095,2024-05-20,16,512.0,15.6,2.16,6.6,Lenovo,Intel,Integrada,2 en 1,Windows,1017.18
LAP-011449,SN-69692813,2023-01-13,8,2048.0,13.9,2.2,10.8,MSI,Intel,Integrada,Gaming,Windows,1696.0
LAP-001853,SN-66446327,2023-06-30,16,256.0,13.3,2.89,6.3,HP,AMD,NVIDIA,Gaming,Windows,1434.66
LAP-013075,SN-81705865,2024-06-04,4,256.0,13.2,1.14,8.7,Acer,Apple Silicon,AMD Radeon,Notebook,macOS,538.45
LAP-004685,SN-32091484,2024-02-08,32,512.0,15.6,2.26,8.4,Apple,Apple Silicon,Integrada,2 en 1,macOS,1641.28
LAP-005112,SN-43596251,2022-11-04,8,512.0,14.1,1.7,3.0,Samsung,Apple Silicon,Integrada,Notebook,macOS,513.02
LAP-010545,SN-84884820,2021-05-23,32,1024.0,13.2,2.16,9.6,MSI,Intel,Integrada,Business,Windows,1025.1
LAP-015864,SN-77523063,2021-04-27,8,1024.0,17.3,2.15,4.1,MSI,Intel,NVIDIA,Business,Windows,1505.35
LAP-019748,SN-57345800,2023-06-12,8,256.0,13.3,,5.9,Apple,Apple Silicon,Integrada,2 en 1,macOS,1164.92
