block_id,internal_code,record_date,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,ocean_proximity,median_house_value
BLOCK-003314,13340,2020-12-05,1.7601,,7231.0,1150.0,4189,1423.0,33.04,-119.11,INLAND,87124.0
BLOCK-010497,71369,2021-03-19,2.3286,18.0,471.0,89.0,1848,504.0,35.92,-116.42,<1H OCEAN,249768.0
BLOCK-015465,77985,2024-04-09,2.5944,48.0,1722.0,350.0,2731,815.0,40.32,-117.72,INLAND,133772.0
BLOCK-007506,14092,2021-09-28,7.0172,47.0,6344.0,1619.0,1581,466.0,34.89,-122.07,INLAND,301903.0
BLOCK-002425,54310,2021-12-06,2.6255,34.0,7148.0,1429.0,3613,1296.0,41.48,-117.12,<1H OCEAN,165476.0
BLOCK-010092,97934,2021-03-11,,50.0,4190.0,1172.0,705,209.0,37.53,-117.33,<1H OCEAN,324139.0
BLOCK-012399,47292,2021-06-04,2.8202,37.0,3238.0,549.0,2311,743.0,32.97,-116.44,<1H OCEAN,262689.0
BLOCK-004156,69044,2020-12-01,3.5349,25.0,6996.0,1281.0,1775,618.0,40.46,-115.64,ISLAND,281771.0
BLOCK-009504,91289,2022-08-29,4.4891,36.0,3945.0,851.0,5279,2044.0,35.86,-119.65,<1H OCEAN,227218.0
BLOCK-019703,81217,2024-12-08,2.2218,47.0,6325.0,1882.0,84,22.0,40.25,-124.01,INLAND,123189.0
BLOCK-009254,30738,2023-11-21,2.7086,31.0,1425.0,,3496,844.0,32.65,-122.73,INLAND,128498.0
BLOCK-007100,35796,2024-02-16,1.9678,19.0,2794.0,715.0,2340,808.0,34.08,-117.68,<1H OCEAN,168135.0
BLOCK-003703,61186,2020-12-10,2.1557,32.0,7487.0,2131.0,5249,1600.0,33.09,-119.14,INLAND,120977.0
BLOCK-002958,94790,2020-10-03,5.0336,2.0,2772.0,817.0,5786,2086.0,41.23,-116.69,<1H OCEAN,299405.0
BLOCK-014921,82353,2024-08-20,3.9606,1.0,427.0,119.0,1598,544.0,40.56,-122.39,<1H OCEAN,245569.0
BLOCK-015680,64378,2020-09-18,4.6886,28.0,3009.0,522.0,4626,1121.0,37.12,-122.81,INLAND,230679.0
BLOCK-005647,28840,2024-02-29,1.2791,15.0,3105.0,867.0,2300,514.0,33.93,-114.68,<1H OCEAN,219674.0
BLOCK-013536,19887,2023-06-18,2.8913,21.0,5136.0,1451.0,5391,1331.0,33.15,-114.27,NEAR OCEAN,147668.0
BLOCK-017048,43477,2022-10-20,4.6567,50.0,3540.0,816.0,1004,355.0,41.22,-118.82,NEAR BAY,211279.0
BLOCK-009912,20743,2022-09-09,1.7382,28.0,5685.0,,2016,685.0,41.09,-119.74,INLAND,115175.0
BLOCK-018665,32011,2020-03-17,2.9883,,5830.0,1351.0,331,95.0,35.32,-114.7,<1H OCEAN,244236.0
BLOCK-013391,30413,2020-05-07,,24.0,7008.0,1979.0,3596,1023.0,38.39,-114.49,INLAND,147915.0
BLOCK-009560,88790,2020-06-24,5.6134,32.0,2256.0,388.0,1876,566.0,33.57,-118.28,NEAR OCEAN,349548.0
BLOCK-007638,35055,2022-03-23,2.9845,12.0,5542.0,1377.0,5411,1677.0,36.73,-115.57,<1H OCEAN,223078.0
BLOCK-015440,62009,2023-05-29,2.3124,3.0,4344.0,,1772,535.0,34.57,-116.13,<1H OCEAN,187838.0
BLOCK-008819,75891,2022-08-12,2.2551,18.0,4555.0,940.0,3318,1021.0,39.72,-123.28,INLAND,106564.0
BLOCK-016981,64193,2022-12-14,5.391,32.0,4596.0,1235.0,5823,2016.0,35.49,-122.31,<1H OCEAN,330772.0
BLOCK-008482,44401,2022-06-21,3.3023,19.0,2295.0,565.0,5970,2276.0,35.78,-115.92,INLAND,146962.0
BLOCK-017547,30859,2020-05-29,1.7096,5.0,3389.0,804.0,4206,1336.0,40.38,-118.46,NEAR OCEAN,201152.0
BLOCK-013003,81437,2024-05-29,4.3954,34.0,1127.0,331.0,850,309.0,34.74,-114.3,NEAR OCEAN,291655.0
BLOCK-001983,24332,2020-04-29,4.2613,3.0,7198.0,1788.0,1084,287.0,33.46,-114.56,<1H OCEAN,304465.0
BLOCK-015388,70034,2020-04-22,4.666,,7684.0,1191.0,4280,1188.0,38.67,-117.29,NEAR OCEAN,298933.0
BLOCK-018627,58921,2022-04-27,3.4209,33.0,7941.0,1314.0,3663,997.0,32.7,-116.12,<1H OCEAN,200213.0
BLOCK-014703,97929,2020-03-13,3.1404,,6722.0,,2345,832.0,39.92,-124.34,NEAR BAY,143740.0
BLOCK-004291,56793,2021-12-24,2.6979,15.0,2878.0,783.0,3369,853.0,33.53,-119.26,<1H OCEAN,287520.0
BLOCK-013597,91852,2021-12-09,1.9211,24.0,861.0,152.0,2481,658.0,36.79,-123.36,<1H OCEAN,176334.0
BLOCK-005631,77511,2024-11-17,2.4472,11.0,2558.0,729.0,3148,992.0,37.67,-117.65,NEAR OCEAN,216215.0
BLOCK-004819,43665,2020-07-16,2.2821,19.0,2075.0,414.0,2643,1006.0,41.93,-121.59,NEAR OCEAN,197127.0
BLOCK-013209,53652,2020-01-13,3.4349,11.0,7287.0,2124.0,3410,758.0,33.99,-114.23,<1H OCEAN,216552.0
BLOCK-000657,27649,2022-08-03,6.2504,50.0,4169.0,636.0,184,69.0,35.43,-116.96,NEAR BAY,208647.0
BLOCK-007664,81277,2024-03-26,3.9964,1.0,6296.0,1639.0,1647,537.0,38.4,-116.1,INLAND,242867.0
BLOCK-000751,50423,2024-01-10,1.2875,45.0,4758.0,1187.0,3959,990.0,41.47,-118.83,INLAND,95820.0
BLOCK-002081,24400,2020-01-10,0.7767,8.0,4420.0,836.0,5042,1263.0,35.44,-124.44,NEAR OCEAN,129252.0
BLOCK-013723,66366,2024-04-07,5.6729,34.0,7151.0,1652.0,5329,1358.0,37.7,-115.84,<1H OCEAN,276753.0
BLOCK-015332,26419,2022-02-10,2.5544,37.0,6508.0,1719.0,5705,1656.0,33.05,-116.18,INLAND,137756.0
BLOCK-012673,79880,2024-12-27,4.0574,25.0,6097.0,1710.0,5299,1964.0,41.39,-121.71,<1H OCEAN,267445.0
BLOCK-013292,82851,2022-02-20,2.0637,27.0,4928.0,1094.0,2131,496.0,32.72,-115.82,<1H OCEAN,219364.0
BLOCK-019335,17544,2020-05-01,4.7849,16.0,7069.0,,270,73.0,41.97,-118.7,<1H OCEAN,326686.0
BLOCK-000843,62769,2023-09-02,2.0684,28.0,363.0,105.0,1936,495.0,36.38,-116.44,<1H OCEAN,231408.0
BLOCK-004949,38760,2020-10-12,1.8262,46.0,5104.0,1314.0,50,14.0,39.92,-119.84,INLAND,57678.0
BLOCK-019773,13528,2020-11-05,1.3411,37.0,6935.0,1720.0,5895,1310.0,34.29,-122.37,<1H OCEAN,152359.0
BLOCK-014163,46247,2020-12-05,3.6374,6.0,2144.0,547.0,4821,1751.0,37.33,-116.59,INLAND,197365.0
BLOCK-006876,26644,2024-12-21,4.4914,47.0,4210.0,1230.0,2130,732.0,41.03,-119.23,<1H OCEAN,277367.0
BLOCK-009801,48286,2022-08-29,2.8046,30.0,6251.0,1024.0,166,52.0,36.86,-120.22,INLAND,153600.0
BLOCK-013352,67162,2024-07-10,4.026,,5468.0,1037.0,5796,1645.0,35.05,-114.13,INLAND,180924.0
BLOCK-019017,47463,2023-06-02,4.1931,29.0,7579.0,2260.0,2061,645.0,38.41,-120.41,NEAR BAY,191493.0
BLOCK-003820,60179,2023-09-24,4.1199,30.0,968.0,226.0,1364,442.0,40.18,-118.97,INLAND,225000.0
BLOCK-003522,41372,2024-12-10,3.0483,50.0,800.0,,4541,1552.0,41.37,-117.3,NEAR BAY,165285.0
BLOCK-010953,98132,2021-10-04,2.6691,36.0,2378.0,608.0,3250,1286.0,36.56,-119.32,<1H OCEAN,215431.0
BLOCK-000553,15354,2024-03-20,,18.0,6902.0,1120.0,5239,1601.0,33.99,-114.65,INLAND,47681.0
BLOCK-003635,19049,2023-06-09,3.1382,51.0,5410.0,1324.0,3965,1454.0,36.28,-115.84,NEAR OCEAN,203127.0
BLOCK-003800,16867,2024-11-23,3.8527,8.0,548.0,156.0,5892,1330.0,33.73,-124.15,<1H OCEAN,234473.0
BLOCK-018046,47806,2024-10-16,4.6069,25.0,5161.0,1463.0,2298,587.0,40.87,-119.05,INLAND,273763.0
BLOCK-003887,73080,2024-12-10,1.844,9.0,5848.0,1682.0,1198,374.0,35.73,-115.23,<1H OCEAN,162332.0
BLOCK-011313,65016,2021-09-16,1.6441,13.0,2399.0,626.0,4504,1247.0,36.41,-116.67,NEAR OCEAN,142886.0
BLOCK-000576,96893,2024-10-10,2.195,47.0,3792.0,703.0,5250,1541.0,36.48,-121.55,<1H OCEAN,152856.0
BLOCK-008851,92000,2021-04-01,1.6852,5.0,3315.0,742.0,3204,1068.0,33.78,-119.6,NEAR BAY,146957.0
BLOCK-014064,52321,2022-07-04,2.5693,32.0,2622.0,510.0,3922,1138.0,33.43,-121.84,NEAR OCEAN,173377.0
BLOCK-015414,71130,2020-01-19,2.8484,6.0,7694.0,1772.0,2053,538.0,37.81,-122.12,INLAND,140837.0
BLOCK-015081,78706,2021-08-10,2.4059,6.0,1266.0,355.0,2512,822.0,36.57,-116.36,NEAR BAY,91770.0
BLOCK-000047,14364,2020-04-25,3.95,5.0,573.0,119.0,1014,244.0,36.8,-117.4,NEAR BAY,208543.0
BLOCK-010951,29855,2021-01-11,3.5758,2.0,3628.0,950.0,1301,413.0,39.97,-123.93,<1H OCEAN,285880.0
BLOCK-008830,34794,2023-04-10,2.5924,23.0,1618.0,398.0,1598,419.0,34.91,-114.45,NEAR OCEAN,163149.0
BLOCK-008722,98785,2022-05-30,2.7361,30.0,2440.0,374.0,4127,996.0,36.8,-114.44,INLAND,198475.0
BLOCK-015601,95876,2022-01-20,1.7233,46.0,878.0,205.0,5698,1453.0,34.67,-118.65,INLAND,68459.0
BLOCK-013309,17295,2022-12-28,1.4349,13.0,401.0,93.0,1810,583.0,32.53,-119.48,NEAR OCEAN,170645.0
BLOCK-010569,42188,2021-07-07,2.0501,13.0,353.0,54.0,3606,1070.0,38.14,-123.25,INLAND,130869.0
BLOCK-018965,72185,2022-07-15,,,6766.0,1742.0,3277,982.0,34.69,-122.81,<1H OCEAN,310324.0
BLOCK-001215,50146,2023-11-28,1.196,32.0,5320.0,1115.0,2384,655.0,39.91,-116.35,INLAND,20360.0
BLOCK-018337,23704,2021-01-27,1.7138,16.0,6192.0,984.0,501,125.0,33.93,-118.29,<1H OCEAN,146510.0
BLOCK-005512,97283,2023-03-16,2.5576,30.0,1195.0,247.0,798,187.0,38.49,-116.01,INLAND,125249.0
BLOCK-001944,44176,2022-06-13,4.2834,32.0,6721.0,1584.0,2597,754.0,34.27,-119.04,NEAR BAY,216118.0
BLOCK-016597,67534,2021-04-09,1.8086,41.0,2261.0,646.0,699,191.0,41.12,-117.72,INLAND,55479.0
BLOCK-001450,51224,2021-12-06,5.5528,34.0,812.0,134.0,3727,960.0,38.3,-114.62,<1H OCEAN,336773.0
BLOCK-016917,17867,2024-02-15,2.7803,43.0,6587.0,1869.0,5124,1766.0,38.72,-122.8,<1H OCEAN,311527.0
BLOCK-018235,15739,2021-07-10,1.5788,40.0,2165.0,515.0,2407,884.0,36.51,-122.8,INLAND,132354.0
BLOCK-016706,11135,2021-06-10,2.1763,42.0,156.0,28.0,2465,693.0,33.38,-114.82,INLAND,109586.0
BLOCK-018919,87301,2021-11-23,2.5993,2.0,7219.0,1328.0,3010,1044.0,39.14,-120.07,<1H OCEAN,193781.0
BLOCK-016316,34031,2022-09-30,1.4728,11.0,2182.0,634.0,1694,478.0,37.22,-120.62,INLAND,64291.0
BLOCK-006074,14842,2024-05-21,4.5488,38.0,2001.0,332.0,1356,309.0,38.02,-114.85,INLAND,184729.0
BLOCK-002403,86036,2022-01-25,1.627,36.0,7583.0,1418.0,4204,1517.0,34.06,-114.94,<1H OCEAN,187405.0
BLOCK-016375,55380,2023-07-09,2.1897,42.0,4592.0,1313.0,5672,1414.0,40.42,-115.93,INLAND,131825.0
BLOCK-007725,37554,2024-10-11,,3.0,6317.0,1032.0,2179,760.0,36.8,-121.16,NEAR OCEAN,180680.0
BLOCK-013916,62687,2024-09-17,3.4322,7.0,4638.0,1329.0,212,61.0,36.23,-120.08,<1H OCEAN,228327.0
BLOCK-014101,83663,2021-02-25,,4.0,6007.0,1724.0,1635,455.0,36.97,-124.32,<1H OCEAN,220997.0
BLOCK-011958,65690,2020-06-10,1.4163,37.0,6613.0,1553.0,1862,425.0,35.88,-124.23,<1H OCEAN,174176.0
BLOCK-019155,68829,2022-09-30,2.2176,38.0,5486.0,1343.0,5912,1676.0,36.3,-115.63,NEAR OCEAN,185043.0
BLOCK-009579,37692,2021-12-10,1.1145,,7172.0,1284.0,1272,341.0,35.34,-123.26,<1H OCEAN,197920.0
BLOCK-004824,58719,2020-01-31,1.9994,31.0,468.0,92.0,177,61.0,33.53,-124.4,<1H OCEAN,203714.0
BLOCK-002168,16407,2022-01-15,2.3587,9.0,1870.0,354.0,3964,1365.0,38.25,-119.7,INLAND,104079.0
BLOCK-016574,67112,2020-12-17,2.4223,15.0,3653.0,811.0,978,274.0,36.2,-122.34,INLAND,128034.0
BLOCK-005000,43136,2020-02-27,2.926,46.0,5668.0,1055.0,3761,1265.0,38.46,-122.07,NEAR OCEAN,241507.0
BLOCK-019439,54313,2022-10-30,2.9947,35.0,3749.0,965.0,647,185.0,33.16,-120.03,NEAR OCEAN,241089.0
BLOCK-016873,91184,2023-06-26,1.2691,13.0,1452.0,380.0,445,100.0,37.54,-122.75,<1H OCEAN,190398.0
BLOCK-014364,42612,2021-12-07,4.6987,13.0,4310.0,,490,159.0,34.25,-120.7,<1H OCEAN,351993.0
BLOCK-010818,31241,2020-12-21,2.9078,18.0,5821.0,989.0,1629,444.0,41.74,-114.31,<1H OCEAN,235979.0
BLOCK-019559,83224,2024-11-18,3.3219,28.0,2467.0,581.0,930,331.0,34.71,-122.06,<1H OCEAN,228217.0
BLOCK-012950,18083,2024-01-24,3.8189,19.0,2095.0,478.0,1370,346.0,37.47,-114.68,INLAND,195711.0
BLOCK-015458,75130,2022-02-24,4.608,2.0,2236.0,348.0,4345,1194.0,39.05,-121.48,<1H OCEAN,300614.0
BLOCK-001213,90262,2020-02-18,2.3194,38.0,6921.0,2032.0,1542,518.0,40.67,-118.36,NEAR OCEAN,173291.0
BLOCK-015090,24379,2022-01-22,2.0473,50.0,6332.0,1647.0,2796,796.0,37.06,-118.93,NEAR OCEAN,154541.0
BLOCK-013252,53537,2024-08-08,1.8816,9.0,5735.0,1566.0,2773,862.0,32.59,-121.12,NEAR OCEAN,152890.0
BLOCK-010675,33242,2020-04-06,1.5263,6.0,4994.0,1217.0,5090,1414.0,34.74,-116.83,NEAR OCEAN,120107.0
BLOCK-015232,97144,2024-10-14,3.538,37.0,6497.0,1294.0,4873,1187.0,39.68,-116.15,<1H OCEAN,300409.0
BLOCK-013551,62252,2024-03-07,2.4541,11.0,4201.0,818.0,360,103.0,35.7,-121.56,NEAR OCEAN,193759.0
BLOCK-012527,46744,2024-09-29,1.551,48.0,3113.0,798.0,2493,700.0,36.67,-120.67,<1H OCEAN,126051.0
BLOCK-013150,15934,2024-07-31,1.7159,26.0,355.0,84.0,3914,911.0,41.46,-124.18,NEAR OCEAN,116597.0
BLOCK-018916,78789,2021-03-24,2.55,12.0,2071.0,542.0,3688,1416.0,39.09,-122.51,<1H OCEAN,237436.0
BLOCK-003488,75138,2023-09-25,6.3924,42.0,1880.0,456.0,1382,539.0,35.49,-123.94,<1H OCEAN,337921.0
BLOCK-005685,47268,2024-08-01,1.0772,3.0,6846.0,1534.0,276,80.0,33.57,-121.34,NEAR BAY,94545.0
BLOCK-008196,34619,2024-03-05,3.8649,51.0,1588.0,341.0,4629,1303.0,35.77,-123.12,NEAR BAY,193854.0
BLOCK-000744,36966,2022-02-06,1.6177,8.0,6034.0,1117.0,5409,1784.0,38.11,-122.68,<1H OCEAN,206950.0
BLOCK-018041,22792,2023-02-13,0.8871,18.0,7643.0,1889.0,1685,447.0,40.27,-120.26,INLAND,111983.0
BLOCK-002912,75353,2023-12-20,4.3364,27.0,7094.0,1153.0,1762,394.0,41.03,-123.84,<1H OCEAN,296243.0
BLOCK-011666,60163,2023-10-27,4.3572,12.0,5554.0,1200.0,3832,1322.0,37.56,-121.19,INLAND,241585.0
BLOCK-016582,51206,2024-12-12,,27.0,3834.0,1057.0,3161,852.0,41.22,-114.01,<1H OCEAN,219377.0
BLOCK-001038,41410,2023-04-17,4.8382,37.0,5860.0,1252.0,3469,1199.0,34.51,-123.34,<1H OCEAN,261390.0
BLOCK-018317,29519,2024-08-23,5.8201,16.0,6985.0,1730.0,901,284.0,37.56,-122.36,INLAND,252737.0
BLOCK-005714,85151,2021-08-03,2.8297,38.0,2276.0,682.0,3789,1187.0,33.28,-116.3,<1H OCEAN,201026.0
BLOCK-003579,67335,2020-07-20,11.1239,,5053.0,794.0,231,86.0,32.64,-116.77,NEAR OCEAN,488188.0
BLOCK-005199,34531,2020-06-12,3.0778,31.0,927.0,267.0,3194,837.0,37.19,-118.37,INLAND,99920.0
BLOCK-017061,84873,2024-04-30,2.8119,30.0,1510.0,321.0,3397,1046.0,35.55,-114.98,<1H OCEAN,262464.0
BLOCK-012896,82244,2021-07-29,2.4755,14.0,564.0,92.0,348,112.0,35.22,-114.79,INLAND,80347.0
BLOCK-003707,60585,2022-06-22,3.8931,6.0,5009.0,1201.0,2874,682.0,40.18,-117.32,INLAND,174729.0
BLOCK-016449,89231,2024-11-28,1.2858,19.0,7470.0,1757.0,4230,1052.0,33.32,-114.61,NEAR BAY,56277.0
BLOCK-016403,31829,2023-04-19,2.5932,44.0,5320.0,965.0,5182,2007.0,39.06,-124.36,<1H OCEAN,218365.0
BLOCK-000729,75581,2023-09-07,,6.0,4484.0,834.0,2251,679.0,40.57,-117.87,INLAND,150819.0
BLOCK-010477,82910,2020-12-27,1.9871,18.0,1105.0,236.0,307,122.0,37.23,-119.19,<1H OCEAN,183869.0
BLOCK-001640,26105,2023-05-14,3.93,10.0,3562.0,1047.0,5913,1489.0,34.47,-118.47,INLAND,173903.0
BLOCK-005848,64034,2021-04-04,2.8429,48.0,7183.0,,3466,1119.0,37.32,-121.09,<1H OCEAN,224836.0
BLOCK-018833,90738,2022-02-07,8.6672,1.0,933.0,151.0,5275,1318.0,33.05,-122.37,NEAR OCEAN,425123.0
BLOCK-013892,91630,2023-05-18,1.9088,2.0,6240.0,962.0,5797,2294.0,34.16,-124.0,INLAND,85133.0
BLOCK-010963,24523,2023-09-29,1.3985,22.0,3729.0,917.0,5849,1738.0,40.26,-115.08,<1H OCEAN,131747.0
BLOCK-000542,76383,2020-12-12,1.2971,22.0,5701.0,979.0,874,215.0,38.25,-117.7,INLAND,66938.0
BLOCK-008951,98885,2023-03-31,1.4493,21.0,2271.0,547.0,2900,896.0,35.16,-115.51,<1H OCEAN,203329.0
BLOCK-001065,80312,2021-06-14,1.9513,30.0,5168.0,,4242,1086.0,41.51,-119.03,<1H OCEAN,227531.0
BLOCK-005129,15712,2021-04-20,4.0482,,2724.0,624.0,3317,799.0,36.6,-116.84,<1H OCEAN,261384.0
BLOCK-011854,27121,2024-01-16,2.3879,21.0,6075.0,970.0,859,235.0,41.48,-115.05,INLAND,124034.0
BLOCK-000146,80578,2022-05-21,1.3944,23.0,5662.0,1299.0,704,162.0,39.96,-119.48,NEAR OCEAN,143164.0
BLOCK-012717,78520,2022-09-21,4.4572,36.0,4566.0,819.0,3796,852.0,35.42,-123.54,<1H OCEAN,255389.0
BLOCK-019462,38661,2023-03-27,4.2119,28.0,174.0,40.0,3907,1491.0,34.47,-120.95,NEAR BAY,204886.0
BLOCK-000241,35674,2020-04-06,2.0484,22.0,7347.0,1697.0,4383,1112.0,38.89,-118.49,NEAR OCEAN,199371.0
BLOCK-015904,12432,2023-05-25,2.329,34.0,429.0,67.0,5445,1969.0,40.1,-121.14,INLAND,154323.0
BLOCK-018010,28537,2023-08-02,1.8273,,5574.0,889.0,2668,813.0,33.88,-123.89,<1H OCEAN,180042.0
BLOCK-015923,90521,2024-09-03,4.9419,48.0,3855.0,1013.0,723,165.0,40.68,-115.91,INLAND,217219.0
BLOCK-007528,65929,2020-09-26,3.7701,42.0,920.0,243.0,2468,565.0,37.83,-118.79,NEAR OCEAN,258789.0
BLOCK-015773,79805,2023-08-06,1.5258,10.0,1472.0,382.0,3050,687.0,41.67,-118.65,INLAND,173523.0
BLOCK-010500,96915,2023-12-24,1.1362,8.0,1083.0,226.0,2908,901.0,32.95,-116.24,<1H OCEAN,209717.0
BLOCK-001952,32303,2020-10-05,3.0791,27.0,2436.0,554.0,4474,1133.0,32.92,-120.32,INLAND,113513.0
BLOCK-008309,46141,2024-01-31,1.4724,22.0,2984.0,623.0,1281,331.0,38.77,-115.15,<1H OCEAN,174848.0
BLOCK-017231,53549,2020-10-15,0.9797,33.0,2262.0,573.0,5217,1505.0,38.02,-115.24,NEAR BAY,106077.0
BLOCK-001594,46850,2023-11-17,3.0643,17.0,2720.0,736.0,3214,735.0,33.82,-116.04,NEAR BAY,105319.0
BLOCK-007834,35312,2022-02-03,3.9109,22.0,5597.0,,3077,734.0,39.06,-121.57,<1H OCEAN,258725.0
BLOCK-008852,38448,2022-09-15,2.0507,38.0,5649.0,1550.0,358,122.0,34.53,-116.57,<1H OCEAN,157660.0
BLOCK-018798,25947,2023-10-22,2.5929,32.0,5012.0,811.0,3235,926.0,33.8,-115.03,NEAR BAY,102727.0
BLOCK-009613,86574,2020-04-20,3.8746,12.0,7550.0,1955.0,1560,385.0,41.41,-118.07,<1H OCEAN,246658.0
BLOCK-005282,33866,2022-09-17,2.9218,49.0,5751.0,1515.0,2567,853.0,41.51,-118.94,<1H OCEAN,228517.0
BLOCK-017256,21279,2022-11-28,1.9737,47.0,3287.0,687.0,5065,1571.0,39.2,-115.77,NEAR BAY,180145.0
BLOCK-009115,25831,2023-03-06,1.871,7.0,6114.0,1278.0,124,32.0,39.46,-117.43,INLAND,107495.0
BLOCK-002680,18734,2021-10-05,1.9188,44.0,6628.0,1862.0,3312,1200.0,36.52,-119.47,<1H OCEAN,160668.0
BLOCK-016152,46797,2022-10-07,5.0979,6.0,4101.0,825.0,5637,1303.0,34.49,-122.5,<1H OCEAN,338668.0
BLOCK-002078,94263,2021-12-29,2.9867,,3374.0,805.0,1851,658.0,39.44,-121.94,<1H OCEAN,231685.0
BLOCK-004371,85434,2024-07-10,1.5341,51.0,6216.0,,4206,1540.0,34.35,-120.37,INLAND,67535.0
BLOCK-017240,13734,2022-01-21,2.3344,49.0,1457.0,411.0,809,307.0,34.84,-117.7,INLAND,72390.0
BLOCK-011379,99401,2021-04-19,1.6826,33.0,7737.0,1426.0,4281,1027.0,38.83,-118.31,<1H OCEAN,213389.0
BLOCK-016191,89397,2024-04-14,2.1595,32.0,373.0,87.0,2351,849.0,36.38,-119.76,NEAR BAY,112006.0
BLOCK-006925,13156,2023-07-22,2.9384,49.0,1558.0,314.0,1916,745.0,32.91,-124.21,<1H OCEAN,194917.0
BLOCK-000000,37535,2023-08-25,7.5418,32.0,4622.0,1128.0,1526,392.0,38.13,-116.33,NEAR BAY,243922.0
BLOCK-007501,33497,2020-07-17,1.09,47.0,4558.0,757.0,4243,1188.0,38.57,-114.0,INLAND,95301.0
BLOCK-009391,16405,2023-01-21,4.2474,,3714.0,1094.0,2359,845.0,33.41,-118.98,INLAND,215406.0
BLOCK-016441,57276,2021-12-09,4.0955,,1315.0,314.0,3266,828.0,41.14,-115.03,<1H OCEAN,222222.0
BLOCK-010387,30967,2020-08-10,6.887,51.0,7616.0,1612.0,1300,415.0,41.45,-118.22,INLAND,311103.0
BLOCK-005468,80531,2024-06-06,2.7607,48.0,6388.0,1055.0,5531,1270.0,41.27,-119.98,NEAR OCEAN,180680.0
BLOCK-015634,31705,2022-10-25,1.6742,9.0,3330.0,,5256,1215.0,39.63,-120.43,NEAR OCEAN,118697.0
BLOCK-002144,52451,2024-04-04,3.6211,21.0,7300.0,1763.0,3610,1181.0,40.76,-114.8,INLAND,139127.0
BLOCK-014493,82876,2022-05-10,2.1259,25.0,5691.0,1563.0,4563,1025.0,35.9,-123.71,<1H OCEAN,271619.0
BLOCK-008477,19820,2021-01-19,6.8128,16.0,1244.0,203.0,3902,1152.0,39.02,-118.04,<1H OCEAN,366550.0
BLOCK-015057,44733,2024-09-04,3.7893,,2506.0,678.0,4398,1332.0,35.79,-116.89,NEAR OCEAN,218011.0
BLOCK-003682,24017,2022-11-24,4.5622,27.0,2195.0,590.0,5493,1486.0,36.27,-116.56,INLAND,225794.0
BLOCK-008723,29436,2023-08-02,1.9567,50.0,6015.0,1387.0,3081,816.0,35.92,-122.49,<1H OCEAN,174663.0
BLOCK-002066,58694,2024-09-14,1.993,35.0,7194.0,1999.0,5856,1729.0,36.04,-122.45,INLAND,97711.0
BLOCK-019477,82795,2024-03-21,4.2505,17.0,6867.0,1247.0,4834,1716.0,37.04,-115.21,NEAR OCEAN,192272.0
BLOCK-019241,92543,2020-03-01,1.773,28.0,6496.0,1676.0,3530,811.0,37.59,-121.64,INLAND,158855.0
BLOCK-015784,48438,2021-04-24,3.2769,24.0,1687.0,474.0,72,28.0,35.68,-122.45,<1H OCEAN,260913.0
BLOCK-019408,43030,2023-06-01,13.0608,46.0,474.0,93.0,4748,1318.0,33.32,-122.19,NEAR OCEAN,500000.0
BLOCK-002271,78929,2021-02-15,5.4681,48.0,6083.0,1802.0,4531,1231.0,38.98,-118.63,INLAND,151951.0
BLOCK-013406,33833,2022-07-26,3.2968,2.0,109.0,26.0,760,226.0,40.62,-123.01,NEAR OCEAN,219002.0
BLOCK-017644,75598,2022-12-08,2.5794,,4921.0,1474.0,1417,499.0,40.88,-121.44,<1H OCEAN,189017.0
BLOCK-003559,82898,2024-08-31,3.7596,28.0,1950.0,420.0,1709,425.0,36.51,-121.2,NEAR BAY,180776.0
BLOCK-013141,95278,2021-09-30,2.3787,38.0,3837.0,915.0,90,31.0,35.52,-120.35,<1H OCEAN,197665.0
BLOCK-009542,44844,2024-06-10,1.4278,15.0,6805.0,1965.0,3252,1043.0,40.82,-116.57,NEAR OCEAN,178770.0
BLOCK-012290,95228,2024-11-18,1.2541,8.0,6442.0,1722.0,5097,1768.0,38.81,-122.19,INLAND,73955.0
BLOCK-016169,70712,2021-08-28,2.2067,26.0,220.0,56.0,782,228.0,41.63,-115.96,NEAR BAY,78118.0
BLOCK-018543,73114,2024-12-21,6.8267,6.0,1862.0,514.0,5221,1317.0,39.89,-114.88,<1H OCEAN,359175.0
BLOCK-010199,76946,2021-06-05,1.984,48.0,7522.0,1615.0,3258,1262.0,33.75,-122.81,NEAR BAY,88009.0
BLOCK-015143,72253,2020-01-04,2.8787,8.0,2623.0,408.0,4513,1537.0,34.21,-118.16,INLAND,100391.0
BLOCK-014731,94539,2024-09-03,5.8729,30.0,1811.0,357.0,1453,334.0,34.66,-119.36,<1H OCEAN,287865.0
BLOCK-015611,11916,2022-02-12,2.3221,22.0,2771.0,821.0,3078,738.0,34.68,-123.64,<1H OCEAN,186329.0
BLOCK-011097,87900,2022-02-19,2.055,,5447.0,,3973,1512.0,36.67,-118.85,<1H OCEAN,230059.0
BLOCK-018631,83344,2024-09-21,3.9379,10.0,1073.0,227.0,382,120.0,39.07,-121.0,<1H OCEAN,273830.0
BLOCK-005022,60272,2020-05-28,4.1377,42.0,501.0,89.0,5797,1310.0,40.04,-119.2,<1H OCEAN,250593.0
BLOCK-006244,55183,2024-07-13,1.3016,31.0,2748.0,639.0,3351,1041.0,36.9,-116.62,INLAND,119657.0
