diamond_id,supplier_code,certified_date,carat,cut,color,clarity,depth,table,x_dim,y_dim,z_dim,price
DIA-019907,SUP-093,2020-10-18,1.21,Fair,J,VVS2,62.3,55.2,5.38,5.47,3.42,4887
DIA-016345,SUP-163,2021-04-03,0.69,Very Good,F,SI1,60.7,55.1,4.33,4.38,2.7,2575
DIA-013888,SUP-040,2021-01-21,0.97,Ideal,I,VS1,60.6,60.3,4.76,4.76,2.89,5394
DIA-016293,SUP-066,2024-12-29,0.41,Ideal,F,IF,62.4,57.9,3.79,3.72,2.3,2315
DIA-007241,SUP-022,2022-07-23,0.61,Very Good,D,SI1,58.9,54.9,4.58,4.61,2.87,2527
DIA-016867,SUP-122,2021-08-03,0.44,Ideal,F,VVS1,59.6,58.4,3.52,3.59,2.13,2503
DIA-015353,SUP-196,2024-08-27,0.66,Premium,F,VVS2,62.8,61.3,4.13,4.05,2.41,4157
DIA-014867,SUP-144,2020-10-11,1.2,Ideal,H,VS1,63.5,58.4,5.06,5.01,3.18,8955
DIA-003608,SUP-050,2021-07-12,0.71,Very Good,F,VS2,60.3,58.5,4.33,4.33,2.79,3302
DIA-008481,SUP-024,2024-12-26,1.12,Premium,E,VVS2,62.5,62.7,5.33,5.31,3.35,11106
DIA-013471,SUP-056,2020-01-15,0.91,Very Good,H,SI2,63.0,56.5,4.76,4.79,2.9,3266
DIA-018164,SUP-050,2022-07-04,1.23,Good,G,VS2,60.4,59.9,5.51,5.58,3.39,6752
DIA-013348,SUP-113,2023-08-10,0.79,Ideal,J,SI2,63.1,55.9,4.85,4.79,3.05,2514
DIA-011896,SUP-102,2021-06-10,0.46,Premium,H,VS2,62.6,55.3,3.84,3.91,2.33,1453
DIA-017599,SUP-107,2020-01-08,0.5,Good,E,VS2,61.1,57.1,3.95,3.93,2.42,1643
DIA-009129,SUP-023,2023-09-10,0.4,Premium,F,VS2,59.8,59.6,3.38,3.3,2.06,1160
DIA-014976,SUP-183,2024-12-14,0.53,Very Good,F,VVS2,62.7,55.7,3.98,3.96,2.44,2602
DIA-008616,SUP-056,2023-12-23,1.3,Ideal,F,SI1,63.2,60.4,5.4,5.36,3.37,9878
DIA-004447,SUP-197,2020-06-15,0.61,Ideal,E,VS1,63.0,57.6,4.34,4.29,2.61,3350
DIA-013805,SUP-066,2021-08-25,0.32,Very Good,H,SI1,63.6,57.3,3.29,3.32,2.03,1147
DIA-006286,SUP-101,2022-02-06,0.79,Premium,J,VS1,60.6,55.3,4.67,4.65,2.9,2623
DIA-002394,SUP-162,2023-09-21,1.95,Ideal,D,VS1,63.7,54.9,6.07,6.09,3.76,31364
DIA-007782,SUP-152,2020-04-21,0.27,Premium,G,SI1,,58.8,3.01,2.98,1.92,300
DIA-008374,SUP-020,2023-04-29,0.83,Very Good,H,VS2,62.0,55.6,4.86,4.82,3.02,3505
DIA-013611,SUP-028,2023-04-19,0.62,Premium,G,VVS1,60.9,56.1,4.26,4.32,2.62,3603
DIA-014610,SUP-103,2023-11-15,0.66,Ideal,G,I1,60.0,54.9,4.42,4.42,2.7,1972
DIA-015231,SUP-017,2022-11-15,0.77,Premium,D,SI2,63.2,57.7,4.41,4.42,2.68,3432
DIA-012973,SUP-011,2023-02-06,1.06,Ideal,G,VVS1,60.6,,5.02,,3.11,9870
DIA-005438,SUP-165,2021-08-07,1.38,Ideal,J,VS2,63.5,55.0,5.68,5.61,3.54,8074
DIA-012786,SUP-154,2021-10-06,1.15,Premium,G,VVS1,62.3,57.2,5.27,5.25,3.27,11077
DIA-018282,SUP-199,2024-10-03,0.93,Very Good,E,SI1,,54.8,4.83,4.75,3.01,4714
DIA-007834,SUP-175,2021-09-25,1.14,Very Good,G,SI1,58.8,56.5,5.51,5.57,3.48,5951
DIA-005627,SUP-174,2022-05-17,0.47,Fair,F,VS2,61.4,54.5,3.75,3.72,2.31,1055
DIA-003537,SUP-181,2020-04-08,0.46,Premium,H,SI2,,63.1,3.99,3.92,2.44,1060
DIA-013786,SUP-112,2021-07-07,0.7,Premium,G,SI1,63.5,55.7,4.6,,2.84,2355
DIA-013676,SUP-065,2024-10-02,0.76,Very Good,G,SI1,62.5,56.0,4.53,4.54,2.76,2814
DIA-002746,SUP-152,2021-04-26,0.7,Premium,F,SI1,63.3,,4.43,4.45,2.81,3074
DIA-000102,SUP-108,2023-06-28,0.65,Premium,I,VS2,63.2,53.5,4.46,4.34,2.8,2236
DIA-012216,SUP-004,2020-03-01,0.57,Very Good,I,VS2,61.7,58.3,4.27,4.31,2.6,1897
DIA-001661,SUP-113,2021-03-23,0.62,Ideal,H,VS2,64.4,57.3,4.33,4.33,2.67,2559
DIA-006932,SUP-062,2021-07-17,0.8,Premium,E,SI1,60.4,55.0,4.4,4.47,2.7,4260
DIA-007720,SUP-002,2024-08-03,1.02,Very Good,J,VS2,62.7,59.7,4.62,4.63,2.83,4352
DIA-016988,SUP-088,2023-09-19,1.51,Good,I,VS2,,55.4,5.81,5.82,3.59,7699
DIA-017228,SUP-077,2024-07-19,0.56,Ideal,I,SI2,61.0,66.1,4.15,4.19,2.65,1686
DIA-010219,SUP-134,2023-09-11,0.7,Very Good,F,VS2,61.0,57.3,4.03,3.98,2.57,3309
DIA-009233,SUP-033,2022-07-21,0.33,Good,F,SI1,61.3,54.9,3.74,3.75,2.3,722
DIA-015905,SUP-166,2021-09-10,0.49,Ideal,F,VS2,62.5,58.0,3.94,3.99,2.44,1718
DIA-001694,SUP-051,2023-10-09,0.53,Premium,I,SI2,64.9,57.5,4.06,4.1,2.61,1282
DIA-018102,SUP-102,2020-01-24,0.69,Ideal,F,VVS1,61.1,56.3,4.66,4.69,2.88,5299
DIA-009786,SUP-046,2023-12-26,1.66,Very Good,D,SI2,61.3,58.8,6.03,6.11,3.79,13650
DIA-015742,SUP-002,2021-05-11,1.43,Very Good,H,SI1,60.3,56.3,5.66,5.63,3.53,8130
DIA-000518,SUP-194,2021-01-04,0.41,Ideal,G,I1,60.7,62.6,3.6,3.55,2.24,737
DIA-008019,SUP-148,2021-07-15,1.33,Very Good,H,VS2,61.2,,5.43,5.38,3.34,8261
DIA-006714,SUP-160,2020-06-27,0.69,Good,I,SI1,63.0,51.5,4.52,,2.86,1384
DIA-011860,SUP-116,2020-03-10,1.33,Good,F,SI1,58.6,55.5,5.52,5.51,3.43,7588
DIA-016739,SUP-065,2022-03-03,1.12,Ideal,E,VS2,62.3,54.5,4.9,4.86,3.05,9235
DIA-002358,SUP-172,2022-03-09,0.6,Very Good,F,VS1,,56.1,4.56,4.49,2.79,2440
DIA-004973,SUP-010,2023-02-18,0.85,Premium,F,SI2,64.9,60.4,4.91,4.92,3.12,3754
DIA-000937,SUP-032,2022-11-27,0.67,Very Good,E,SI2,62.2,55.2,4.76,4.83,2.94,2444
DIA-013365,SUP-121,2023-12-14,0.55,Premium,H,VS1,63.2,59.8,4.19,4.21,2.68,2108
DIA-010336,SUP-112,2023-04-24,0.88,Ideal,I,SI1,63.2,60.0,4.99,4.99,3.15,3968
DIA-013063,SUP-083,2022-04-02,0.86,Ideal,I,VS2,59.1,59.8,4.73,4.75,2.89,4381
DIA-002134,SUP-001,2023-05-13,0.53,Good,F,VS2,62.2,55.9,3.85,3.96,2.44,1668
DIA-013886,SUP-076,2023-12-07,1.44,Very Good,G,VS2,64.4,53.0,5.98,5.97,3.59,10464
DIA-007363,SUP-102,2024-11-24,1.47,Ideal,F,SI1,62.2,51.8,5.33,5.39,3.26,12161
DIA-009172,SUP-169,2021-11-06,0.92,Fair,H,SI1,63.7,59.0,4.93,4.85,3.03,2342
DIA-009899,SUP-177,2024-06-08,1.86,Premium,I,VS2,63.2,57.3,6.37,6.37,3.98,14573
DIA-003119,SUP-187,2021-08-24,0.51,Premium,H,VVS1,62.5,56.5,4.11,4.13,2.54,2306
DIA-014074,SUP-026,2023-06-12,1.02,Ideal,H,VVS2,62.0,55.8,4.73,4.64,2.9,7748
DIA-005564,SUP-016,2022-10-16,1.19,Good,E,SI1,63.0,52.4,5.07,5.0,3.18,6482
DIA-001210,SUP-058,2023-03-24,0.35,Premium,I,SI1,59.1,61.2,3.36,3.3,2.02,366
DIA-014898,SUP-153,2024-12-23,0.31,Premium,I,SI1,64.0,54.3,3.51,3.46,2.16,345
DIA-001085,SUP-122,2022-01-28,1.17,Ideal,J,VS2,63.9,54.7,5.36,5.35,3.35,6163
DIA-009464,SUP-122,2022-02-11,0.72,Ideal,H,VS2,60.9,55.7,4.42,4.42,2.67,3158
DIA-009188,SUP-039,2024-09-14,0.56,Ideal,F,VS2,63.2,57.7,4.06,3.99,2.61,2274
DIA-014763,SUP-163,2020-10-01,0.83,Premium,E,VVS2,60.4,52.5,4.75,4.81,2.84,6482
DIA-009423,SUP-059,2021-01-12,0.46,Premium,H,SI2,60.7,56.8,3.71,3.72,2.33,866
DIA-010547,SUP-020,2023-09-08,2.33,Ideal,G,VS1,61.4,56.9,6.81,6.78,4.27,33564
DIA-019341,SUP-176,2021-01-09,0.61,Premium,H,SI1,60.6,56.8,4.36,4.25,2.77,1989
DIA-015306,SUP-056,2022-11-29,0.26,Very Good,G,SI1,61.4,56.0,3.49,3.43,2.2,300
DIA-010660,SUP-042,2024-05-20,0.52,Ideal,G,SI1,61.8,56.2,3.83,3.8,2.38,1814
DIA-004639,SUP-046,2022-02-20,0.87,Very Good,F,SI2,59.2,54.0,4.78,4.81,3.01,3520
DIA-003379,SUP-172,2020-09-05,0.28,Premium,G,SI1,60.3,56.1,3.32,3.42,2.05,638
DIA-001318,SUP-060,2024-09-13,1.05,Very Good,G,VVS2,65.0,53.9,4.89,4.95,3.06,7434
DIA-001769,SUP-076,2023-07-13,0.39,Very Good,I,SI1,59.5,55.1,3.8,3.87,2.3,826
DIA-012016,SUP-017,2024-12-10,0.87,Premium,I,VS1,64.9,65.3,4.78,4.82,2.95,4332
DIA-009093,SUP-015,2021-10-15,0.65,Very Good,H,SI2,63.8,57.8,4.14,4.09,2.59,1720
DIA-006329,SUP-029,2021-06-08,0.67,Very Good,J,VVS2,58.8,54.8,4.58,4.57,2.88,2045
DIA-008345,SUP-174,2020-02-24,1.53,Good,F,VS2,63.5,56.2,5.73,5.8,3.52,11222
DIA-003562,SUP-142,2024-06-02,0.63,Ideal,I,VS2,60.8,52.8,4.7,4.7,2.82,1668
DIA-000130,SUP-162,2021-05-22,0.86,Premium,H,SI2,61.2,63.6,4.7,4.67,3.01,3120
DIA-008626,SUP-019,2021-12-01,1.1,Ideal,J,I1,62.8,56.6,4.75,4.76,3.01,3638
DIA-006067,SUP-008,2021-08-30,0.54,Ideal,I,SI2,61.5,58.4,4.22,4.22,2.64,1290
DIA-016040,SUP-074,2022-11-01,0.4,Ideal,H,SI2,60.0,,3.71,3.71,2.34,1036
DIA-009242,SUP-114,2024-10-30,1.32,Very Good,G,VVS2,62.0,,5.79,5.77,3.57,10941
DIA-017823,SUP-071,2024-01-07,0.37,Ideal,H,VS2,65.2,,3.74,3.8,2.28,1008
DIA-015767,SUP-083,2023-12-12,1.2,Very Good,I,VVS2,63.9,63.0,5.24,5.23,3.39,7886
DIA-001825,SUP-004,2023-12-13,0.43,Very Good,D,VVS2,64.2,55.5,3.93,3.9,2.43,1945
DIA-005865,SUP-096,2021-10-08,1.3,Ideal,F,VVS1,58.6,59.9,5.52,5.5,3.33,16319
DIA-009555,SUP-177,2021-04-09,0.36,Very Good,G,SI1,61.3,61.1,3.45,3.5,2.1,739
DIA-017959,SUP-021,2022-04-30,1.27,Very Good,H,SI1,60.4,54.9,5.64,5.66,3.57,6269
DIA-008667,SUP-073,2021-12-17,0.77,Ideal,H,SI2,63.8,54.4,4.68,4.67,2.86,2539
DIA-019434,SUP-068,2022-01-01,0.93,Ideal,G,SI2,61.5,57.6,4.82,,3.01,4115
DIA-019748,SUP-047,2022-10-01,0.62,Premium,F,VS2,62.7,59.7,4.27,4.31,2.57,2708
DIA-009679,SUP-074,2024-07-11,1.35,Ideal,I,VS1,62.1,57.6,5.2,5.15,3.25,10035
DIA-019804,SUP-156,2024-02-19,1.98,Premium,G,IF,62.3,54.6,5.96,6.0,3.73,33078
DIA-002216,SUP-077,2022-02-22,0.64,Premium,F,SI1,62.8,53.3,4.1,4.05,2.6,2382
DIA-002995,SUP-015,2024-06-02,1.34,Ideal,E,SI1,62.8,56.8,5.28,5.24,3.28,11546
DIA-015510,SUP-083,2023-11-19,0.43,Good,G,VVS2,60.5,55.4,3.55,3.52,2.07,1642
DIA-011141,SUP-044,2020-02-11,0.6,Very Good,H,SI2,59.7,54.6,4.28,4.32,2.72,1177
DIA-006291,SUP-026,2024-02-28,1.05,Very Good,F,IF,62.6,60.3,5.06,,3.1,10671
DIA-015460,SUP-137,2024-12-16,1.17,Fair,I,SI1,64.1,61.4,5.42,5.42,3.42,3812
DIA-004832,SUP-193,2024-07-13,0.47,Ideal,E,IF,61.1,59.4,3.77,3.75,2.35,3093
DIA-009226,SUP-048,2021-04-04,1.59,Premium,F,SI2,62.0,56.5,5.88,5.89,3.71,11462
DIA-005357,SUP-082,2023-09-08,0.38,Ideal,H,SI1,61.3,58.3,3.68,3.68,2.3,595
DIA-005653,SUP-124,2021-02-05,0.27,Very Good,H,VVS2,62.0,62.7,3.48,3.46,2.05,389
DIA-003940,SUP-196,2024-02-24,0.58,Premium,E,VS2,59.9,55.4,4.16,4.12,2.61,2750
DIA-014748,SUP-098,2023-10-11,0.54,Ideal,F,VVS2,61.3,60.7,4.12,4.09,2.6,2754
DIA-009872,SUP-087,2022-05-24,0.55,Good,I,VS1,62.2,58.7,4.13,4.07,2.59,1480
DIA-011936,SUP-169,2023-06-20,0.68,Premium,H,VS1,,59.7,4.4,4.31,2.76,3194
DIA-005847,SUP-189,2023-11-07,0.95,Very Good,F,VVS2,62.2,55.4,4.82,4.9,3.05,6880
DIA-009731,SUP-058,2022-07-08,0.75,Premium,I,IF,61.3,59.2,4.81,4.8,2.99,4507
DIA-003223,SUP-067,2024-12-10,0.43,Fair,J,SI2,63.4,52.5,3.89,3.81,2.36,300
DIA-008730,SUP-163,2020-08-26,1.03,Fair,I,IF,64.6,58.2,4.94,4.93,3.05,5015
DIA-019137,SUP-042,2024-08-25,1.2,Premium,E,SI1,59.8,58.1,5.26,5.26,3.29,8501
DIA-014328,SUP-177,2023-10-28,1.19,Good,J,VS2,63.8,56.3,4.99,4.93,3.03,4477
DIA-000449,SUP-167,2020-01-19,0.45,Very Good,I,SI2,62.9,59.5,3.75,3.74,2.4,870
DIA-002264,SUP-190,2020-05-24,0.4,Ideal,E,VS1,63.1,55.3,3.91,3.94,2.46,1627
DIA-015847,SUP-052,2024-11-05,0.71,Premium,F,VS2,60.4,55.1,4.68,4.67,2.96,3911
DIA-019702,SUP-122,2022-08-29,0.51,Premium,G,SI2,60.5,56.0,4.09,4.11,2.53,1451
DIA-015044,SUP-114,2022-10-19,0.88,Ideal,G,VS2,60.6,,4.86,4.97,3.0,5384
DIA-007510,SUP-155,2024-07-25,0.63,Premium,F,VS2,59.5,59.1,4.24,4.23,2.59,2692
DIA-010815,SUP-132,2022-12-02,0.16,Premium,H,SI1,62.2,56.4,3.01,2.97,1.89,415
DIA-017042,SUP-121,2021-06-14,0.4,Ideal,F,SI2,62.5,58.0,3.72,3.73,2.35,1271
DIA-000535,SUP-141,2023-07-28,0.31,Very Good,G,VS2,63.0,54.6,3.59,3.6,2.22,300
DIA-012739,SUP-067,2021-09-17,1.08,Premium,G,VS1,61.4,56.8,5.1,5.14,3.14,7442
DIA-009132,SUP-073,2023-02-16,1.66,Good,F,VS2,63.9,51.9,6.06,6.13,3.78,12993
DIA-001836,SUP-063,2021-05-24,0.51,Fair,G,SI1,61.5,57.6,3.84,3.78,2.37,1365
DIA-005000,SUP-006,2023-07-08,0.93,Ideal,F,VS1,61.4,56.4,4.87,4.94,2.95,7033
DIA-010907,SUP-045,2020-01-04,0.56,Premium,H,SI1,62.8,57.6,4.13,4.12,2.61,1833
DIA-009729,SUP-063,2021-05-03,0.76,Very Good,H,VS2,62.0,56.8,4.51,4.58,2.73,3219
DIA-009467,SUP-061,2021-08-19,0.53,Ideal,G,VVS1,63.5,57.5,4.02,3.95,2.53,3406
DIA-018403,SUP-183,2021-09-12,0.68,Ideal,E,VVS1,61.1,57.1,4.2,4.16,2.51,5621
DIA-001890,SUP-116,2023-10-10,1.22,Ideal,E,VS1,65.4,56.2,5.29,5.25,3.25,12828
DIA-006051,SUP-060,2024-07-01,0.82,Ideal,D,SI2,64.9,59.6,4.56,4.5,2.8,4463
DIA-006209,SUP-193,2020-07-12,0.41,Very Good,J,SI1,63.3,,3.46,3.41,2.02,966
DIA-001688,SUP-045,2023-03-06,0.4,Premium,I,VS2,62.1,56.9,3.7,3.7,2.28,1016
DIA-017622,SUP-011,2020-11-27,0.89,Premium,F,SI1,61.2,57.5,4.73,4.82,2.91,4527
DIA-008170,SUP-035,2023-11-20,0.43,Ideal,I,VS2,60.4,56.4,3.8,3.9,2.39,1438
DIA-011072,SUP-101,2020-03-10,1.48,Ideal,H,VS2,58.7,56.5,5.81,5.78,3.66,11753
DIA-009895,SUP-064,2020-12-14,0.61,Ideal,E,SI1,62.7,52.1,4.4,4.42,2.72,2566
DIA-006925,SUP-041,2024-10-29,0.97,Premium,G,I1,63.9,57.2,5.06,5.04,3.18,3154
DIA-017160,SUP-034,2022-05-15,0.37,Very Good,H,SI1,63.1,57.9,3.93,3.99,2.41,1082
DIA-018552,SUP-059,2022-10-19,0.48,Premium,H,VVS1,61.9,60.4,3.46,3.5,2.15,2078
DIA-000454,SUP-061,2021-11-10,0.54,Good,F,SI2,60.6,57.3,3.58,3.62,2.24,1030
DIA-018042,SUP-163,2021-08-03,0.33,Fair,G,VS2,59.4,61.6,3.21,,1.95,451
DIA-018439,SUP-031,2023-05-12,0.29,Very Good,E,SI1,60.5,56.9,3.05,3.06,1.81,842
DIA-013868,SUP-162,2020-11-16,0.41,Ideal,J,SI2,63.1,56.6,3.37,,2.06,450
DIA-003852,SUP-048,2022-02-24,0.69,Good,G,SI2,59.8,61.8,4.38,4.31,2.69,1831
DIA-000182,SUP-136,2021-01-11,1.66,Premium,J,VS1,62.2,55.6,5.6,5.64,3.45,11706
DIA-004699,SUP-052,2023-01-13,0.75,Ideal,H,SI1,61.5,54.6,4.42,4.34,2.66,3431
DIA-005751,SUP-067,2020-03-21,1.02,Ideal,G,VS2,61.3,51.2,4.87,4.89,3.12,6908
DIA-005252,SUP-151,2023-09-14,1.05,Ideal,G,VS2,61.3,53.5,5.13,5.03,3.17,7449
DIA-018612,SUP-013,2023-05-09,0.58,Very Good,F,SI1,61.2,58.3,4.09,4.09,2.51,2261
DIA-019680,SUP-179,2022-03-13,0.57,Fair,G,VS1,60.7,60.6,4.01,3.98,2.49,1453
DIA-000099,SUP-009,2020-09-04,0.92,Ideal,D,IF,63.0,51.4,4.86,4.83,3.0,11936
DIA-004610,SUP-114,2020-11-22,0.61,Ideal,G,VS1,60.2,56.8,4.19,4.23,2.52,3281
DIA-014860,SUP-143,2020-11-09,0.52,Ideal,H,I1,62.4,58.3,3.79,3.76,2.32,1054
DIA-014575,SUP-095,2020-11-12,1.11,Premium,I,I1,62.5,56.9,5.18,5.17,3.18,3949
DIA-011579,SUP-078,2022-08-10,0.4,Premium,G,SI2,60.1,58.1,3.78,3.74,2.18,606
DIA-008064,SUP-187,2020-09-14,0.71,Premium,D,SI1,64.1,56.8,4.52,4.57,2.89,3468
DIA-000833,SUP-068,2024-03-13,0.25,Very Good,G,VVS2,60.9,59.5,3.43,3.52,2.09,602
DIA-001707,SUP-057,2021-02-18,0.87,Very Good,F,SI2,57.2,55.0,4.78,4.75,3.02,3801
DIA-000254,SUP-183,2023-02-27,0.84,Very Good,G,VS1,63.0,58.9,4.37,4.43,2.77,4495
DIA-015055,SUP-023,2024-07-24,2.02,Very Good,F,SI2,62.5,56.4,6.4,6.41,4.0,16202
DIA-018558,SUP-068,2024-10-30,0.6,Premium,F,VS2,64.2,58.0,4.12,4.16,2.6,2800
DIA-001302,SUP-032,2020-03-03,0.36,Very Good,E,SI1,60.3,57.9,3.62,3.68,2.31,736
DIA-013520,SUP-012,2021-09-08,0.88,Ideal,H,SI2,61.1,58.5,4.72,4.79,2.92,3443
DIA-011768,SUP-135,2023-08-09,0.84,Premium,H,SI1,62.1,59.6,4.91,4.87,3.03,3259
DIA-013617,SUP-129,2023-05-29,0.53,Ideal,H,SI1,62.9,55.9,4.13,4.07,2.6,1778
DIA-019374,SUP-186,2020-03-05,0.48,Fair,G,VS2,61.9,62.5,4.24,4.28,2.6,1185
DIA-003930,SUP-098,2021-08-02,0.57,Ideal,E,VS1,58.8,56.9,4.29,4.3,2.58,2968
DIA-013275,SUP-165,2021-10-10,0.69,Very Good,J,VS1,64.0,58.0,4.25,4.2,2.68,2065
DIA-000933,SUP-016,2023-12-12,1.9,Fair,F,VS2,62.1,56.8,5.95,5.95,3.74,13326
DIA-010163,SUP-017,2021-05-23,0.72,Premium,G,SI1,60.6,62.4,4.55,4.6,2.82,2595
DIA-005826,SUP-043,2021-11-15,0.66,Ideal,E,VS1,64.8,59.9,4.01,3.97,2.53,4092
DIA-019280,SUP-144,2020-08-25,0.54,Premium,H,SI2,59.2,57.0,4.16,4.16,2.54,1385
DIA-008058,SUP-166,2020-06-16,1.14,Premium,D,SI2,59.9,60.0,5.12,5.18,3.11,7374
DIA-002009,SUP-171,2023-11-14,1.6,Very Good,I,SI2,62.5,56.8,5.59,5.53,3.43,7945
DIA-013894,SUP-133,2024-07-11,0.77,Premium,F,SI1,61.3,,4.9,4.93,3.04,3695
DIA-016471,SUP-091,2020-04-26,2.53,Very Good,I,SI2,62.6,57.8,6.71,6.76,4.08,16982
DIA-002874,SUP-118,2020-08-29,3.85,Ideal,H,I1,60.3,55.9,7.93,7.97,4.86,40427
DIA-007751,SUP-168,2023-06-17,1.78,Ideal,H,IF,63.5,60.1,6.27,6.24,3.93,27079
DIA-001037,SUP-126,2021-11-14,0.82,Very Good,I,SI2,61.0,60.1,4.57,4.6,2.78,2256
DIA-002704,SUP-053,2021-08-26,0.98,Premium,I,SI1,61.9,,4.95,4.97,3.14,3864
DIA-007361,SUP-079,2020-08-17,0.83,Premium,E,VVS2,62.5,54.3,4.61,4.62,2.87,6592
DIA-008043,SUP-088,2022-04-19,0.67,Very Good,H,VS2,62.3,57.3,4.55,4.57,2.79,2276
DIA-012528,SUP-044,2022-06-05,1.01,Ideal,E,VVS2,63.6,56.3,5.12,5.1,3.19,9873
DIA-007029,SUP-173,2020-05-10,0.5,Premium,G,VVS1,62.4,58.0,3.89,3.93,2.35,2562
DIA-006181,SUP-043,2021-05-23,1.07,Ideal,F,VS2,62.2,56.8,5.31,5.3,3.28,8215
DIA-013959,SUP-004,2021-10-08,0.67,Good,G,VS1,60.3,51.1,4.44,4.42,2.72,2684
DIA-006325,SUP-133,2024-08-23,0.66,Ideal,H,VS2,61.4,59.0,4.69,4.63,3.0,2742
DIA-010408,SUP-015,2020-12-17,0.5,Ideal,G,SI1,61.8,52.7,3.79,3.74,2.29,1570
DIA-009862,SUP-188,2022-02-21,0.46,Fair,H,SI2,60.5,56.5,3.65,3.64,2.21,667
DIA-006388,SUP-097,2023-10-17,0.75,Ideal,H,SI1,61.2,59.0,4.68,4.74,2.85,3029
DIA-010887,SUP-153,2024-06-13,0.49,Premium,G,SI2,60.9,57.4,4.02,4.05,2.55,1371
DIA-008527,SUP-009,2020-12-16,1.02,Fair,H,VS2,64.0,52.4,4.96,4.9,3.04,3371
DIA-009869,SUP-010,2021-09-02,0.48,Premium,D,VS2,60.7,52.6,4.25,4.3,2.58,2309
DIA-011868,SUP-045,2021-12-31,0.33,Premium,F,I1,61.9,54.7,3.3,3.31,2.09,942
DIA-009391,SUP-009,2022-02-20,2.29,Ideal,F,IF,60.4,55.6,6.23,6.33,3.83,51619
DIA-001540,SUP-150,2022-05-11,0.75,Fair,I,SI2,,60.2,4.49,4.53,2.73,1565
DIA-008612,SUP-078,2022-05-08,0.59,Ideal,E,VVS1,60.5,58.8,4.27,4.31,2.65,4667
DIA-002697,SUP-054,2022-07-13,0.66,Ideal,G,SI1,64.0,56.4,4.34,4.29,2.77,2794
DIA-002286,SUP-038,2024-01-26,1.1,Premium,H,VS1,63.2,53.8,4.97,4.98,3.01,7187
DIA-016051,SUP-056,2020-01-18,0.96,Good,E,SI1,59.2,57.6,5.1,5.09,3.12,4617
DIA-009375,SUP-151,2021-03-22,0.98,Very Good,G,VS1,61.9,56.1,5.07,5.12,3.2,5523
DIA-012598,SUP-144,2021-11-02,1.05,Premium,F,VVS2,58.6,54.9,5.27,5.36,3.27,9532
DIA-014045,SUP-142,2022-06-24,0.76,Ideal,G,SI1,63.1,60.0,4.55,4.51,2.84,3633
DIA-015430,SUP-120,2023-06-29,1.04,Premium,G,VVS2,64.6,56.9,5.25,5.24,3.23,8319
DIA-006024,SUP-126,2020-09-20,0.72,Premium,H,SI2,63.3,,4.28,4.27,2.61,2375
DIA-013413,SUP-029,2022-05-06,0.51,Ideal,E,VS2,63.8,53.1,4.03,4.04,2.51,2533
DIA-008941,SUP-112,2024-03-18,2.2,Ideal,H,VVS1,62.1,52.2,6.43,6.4,3.97,34378
DIA-015622,SUP-054,2022-04-21,0.76,Premium,D,VS2,60.8,59.3,4.59,4.55,2.8,4812
DIA-005456,SUP-075,2021-05-31,0.71,Premium,E,VVS1,62.8,59.2,4.02,4.07,2.54,5370
DIA-006243,SUP-090,2022-12-14,0.67,Fair,F,VVS2,66.2,58.3,4.26,4.26,2.61,2808
DIA-012139,SUP-019,2023-07-09,1.11,Good,G,VVS2,60.9,58.6,5.42,5.47,3.34,6765
DIA-007386,SUP-091,2021-08-31,0.42,Premium,H,SI2,61.3,54.1,3.88,3.91,2.47,734
DIA-008686,SUP-011,2021-10-10,0.95,Ideal,F,SI1,60.8,54.6,4.76,4.73,2.93,5683
DIA-018159,SUP-017,2024-01-29,0.56,Very Good,F,SI2,62.9,,4.29,4.31,2.69,1724
DIA-001333,SUP-146,2022-05-12,0.41,Ideal,D,IF,59.2,55.9,3.59,3.65,2.28,2779
DIA-009818,SUP-116,2021-02-26,0.71,Ideal,E,I1,63.6,57.2,4.78,4.77,2.9,2653
DIA-015759,SUP-181,2020-10-31,0.49,Very Good,J,IF,63.1,57.1,4.4,4.48,2.77,1781
DIA-017287,SUP-011,2022-05-16,0.54,Good,G,VS2,62.0,57.2,4.27,4.29,2.63,1543
DIA-010612,SUP-140,2020-12-31,1.04,Good,F,SI2,60.4,59.2,4.84,4.82,2.95,3978
DIA-001984,SUP-032,2021-01-24,0.32,Premium,G,SI1,61.2,57.5,3.37,3.4,2.09,537
DIA-004989,SUP-105,2021-01-12,1.56,Ideal,J,IF,63.7,56.1,5.53,5.47,3.44,16306
DIA-002435,SUP-085,2020-06-20,0.9,Good,G,SI1,61.8,54.0,5.31,5.26,3.29,3275
DIA-009728,SUP-015,2023-06-15,0.64,Ideal,I,SI1,58.7,58.5,4.43,4.42,2.7,1735
DIA-004921,SUP-160,2020-08-05,0.68,Good,I,SI2,63.1,54.1,4.29,4.27,2.6,1347
DIA-019112,SUP-029,2023-12-23,0.67,Ideal,E,VS2,62.4,57.2,4.28,4.32,2.64,3835
DIA-007666,SUP-100,2020-01-11,0.42,Ideal,F,VVS2,62.7,57.3,3.71,3.81,2.32,1853
DIA-012362,SUP-033,2023-05-23,1.5,Premium,D,SI1,61.8,56.5,6.08,6.09,3.82,13901
DIA-003920,SUP-187,2022-07-23,1.01,Very Good,F,SI1,60.4,57.1,5.3,5.26,3.32,5056
DIA-014418,SUP-154,2022-01-29,0.42,Premium,G,SI1,60.5,55.7,3.74,3.68,2.36,1097
